,Open,High,Low,Close,Volume,Symbol,Name
0,2529.664434503709,2570.8748910065683,2498.930475476372,2534.90268324147,1040554,^KS11,KOSPI
1,2507.332924090044,2520.51335632119,2495.2099500065756,2507.8616531638827,1884683,^KS11,KOSPI
2,2483.6144749119785,2489.959540983307,2457.2800260162153,2473.619783499761,1160483,^KS11,KOSPI
3,2482.778122239175,2489.1356876066448,2454.1791912492918,2471.6574394279683,785468,^KS11,KOSPI
4,2516.5951472388565,2563.269922921867,2494.3366964530874,2528.8033096874774,540126,^KS11,KOSPI
5,2532.9715588012873,2589.094216970089,2521.12946161617,2555.1118392931294,665741,^KS11,KOSPI
6,2556.3491099909565,2568.9137799032433,2542.171142782012,2555.5424613426276,1488385,^KS11,KOSPI
7,2577.6171708248285,2619.5713140633698,2543.249991817786,2581.410652940578,1532433,^KS11,KOSPI
8,2540.303676614996,2567.4067224460496,2540.303676614996,2553.855199530523,1734420,^KS11,KOSPI
9,2582.740372404232,2602.182268271463,2566.315262187661,2584.2487652295617,1828226,^KS11,KOSPI
10,2585.980957271873,2615.730175255139,2584.1057163070323,2599.9179457810856,539433,^KS11,KOSPI
11,2567.70107308738,2609.713869016148,2558.8556543513146,2584.284761683731,1474750,^KS11,KOSPI
12,2604.6845266425125,2631.116289217315,2557.253340336366,2594.1848147768405,1035116,^KS11,KOSPI
13,2623.549361609614,2646.9504183551753,2574.9440630954946,2610.9472407253347,1533515,^KS11,KOSPI
14,2629.420442248878,2652.2471169911187,2603.4961668365886,2627.8716419138536,1561181,^KS11,KOSPI
15,2649.993378726453,2655.9226409764406,2624.7430498467365,2640.3328454115886,1676916,^KS11,KOSPI
16,2638.11162707626,2684.312529515801,2616.77468026534,2650.5436048905704,1412549,^KS11,KOSPI
17,2617.9744888047103,2631.1055197118703,2570.9642038530014,2601.034861782436,1988789,^KS11,KOSPI
18,2662.732286022465,2709.5030479531797,2662.732286022465,2686.1176669878223,865668,^KS11,KOSPI
19,2704.998925062401,2761.641589853967,2684.522664441622,2723.082127147795,1193005,^KS11,KOSPI
20,2704.73733567269,2742.9414156460957,2680.7576146136635,2711.84951512988,800331,^KS11,KOSPI
21,2703.7906351587103,2721.3467631138037,2677.634100451752,2699.4904317827777,1525930,^KS11,KOSPI
22,2684.616074707543,2716.561202796471,2662.2826825173006,2689.421942656886,1188006,^KS11,KOSPI
23,2710.7513563546872,2750.615598869808,2670.509784370513,2710.5626916201604,766960,^KS11,KOSPI
24,2648.2035496409458,2683.3141198245107,2642.666134644165,2662.9901272343377,950302,^KS11,KOSPI
25,2681.115109244493,2693.8140890980044,2653.223391409227,2673.5187402536158,1166413,^KS11,KOSPI
26,2715.944058679914,2715.944058679914,2675.813650536554,2695.878854608234,1813597,^KS11,KOSPI
27,2722.178809746073,2763.4261466733064,2695.851442845145,2729.6387947592257,1851677,^KS11,KOSPI
28,2729.7461023331734,2769.9282917158234,2702.37285741045,2736.1505745631366,1446422,^KS11,KOSPI
29,2745.423876455157,2761.6165989678693,2729.217972640232,2745.4172858040506,692740,^KS11,KOSPI
30,2743.3108219426767,2775.6582746050294,2732.8031893993248,2754.2307320021773,1370703,^KS11,KOSPI
31,2701.4542134372628,2734.4804551618918,2673.714820403182,2704.097637782537,1190938,^KS11,KOSPI
32,2695.4258721123965,2726.1517086267413,2670.573644009254,2698.3626763179977,1133569,^KS11,KOSPI
33,2685.4507388381353,2716.4011281530484,2667.582731039933,2691.9919295964905,1760773,^KS11,KOSPI
34,2672.3898898850302,2699.8527888577373,2637.677950409873,2668.765369633805,1354168,^KS11,KOSPI
35,2678.934400969363,2695.7456346971226,2659.577368910865,2677.661501803994,516147,^KS11,KOSPI
36,2722.999491412396,2735.309989070041,2673.8736376221955,2704.591813346118,1028794,^KS11,KOSPI
37,2720.0973665567435,2748.6268018299543,2669.612004835568,2709.119403332761,1016906,^KS11,KOSPI
38,2708.207331307179,2728.070786942207,2671.8571878195676,2699.9639873808874,798159,^KS11,KOSPI
39,2745.0306227927304,2745.0306227927304,2707.328031269899,2726.1793270313146,1083308,^KS11,KOSPI
40,2720.5562135651517,2764.2755397483484,2703.790542886579,2734.0330413174634,1646379,^KS11,KOSPI
41,2706.351562454672,2750.137907941227,2673.5051100867627,2711.8215090139947,901233,^KS11,KOSPI
42,2699.4715812039044,2710.9270572293976,2662.0670127635544,2686.497034996476,1311688,^KS11,KOSPI
43,2706.716406682308,2755.3820376710546,2688.6876054098193,2722.034821540437,709868,^KS11,KOSPI
44,2766.2899368474564,2769.0455195520244,2721.3343671176763,2745.1899433348503,1694696,^KS11,KOSPI
45,2784.6172411398516,2790.442153633603,2720.6804633206593,2755.561308477131,759441,^KS11,KOSPI
46,2789.3298367502503,2823.8716301178547,2753.99144667026,2788.9315383940575,1175533,^KS11,KOSPI
47,2814.6678449574133,2819.8364733870526,2745.755500150384,2782.795986768718,871108,^KS11,KOSPI
48,2771.145265190937,2837.739302320969,2755.222568075463,2796.480935198216,1291443,^KS11,KOSPI
49,2782.6698622579515,2801.8997190654545,2766.478913624189,2784.1893163448217,1921541,^KS11,KOSPI
50,2815.408434138468,2863.9606064095433,2810.167811269512,2837.0642088395275,599563,^KS11,KOSPI
51,2781.8388649548037,2781.8388649548037,2751.8467892368685,2766.842827095836,1143137,^KS11,KOSPI
52,2729.880647548248,2767.167917458126,2685.3940214463546,2726.2809694522402,1006827,^KS11,KOSPI
53,2715.9146551841845,2739.391147247781,2706.8636112534628,2723.1273792506217,1023218,^KS11,KOSPI
54,2707.4738022124156,2724.576682508967,2677.23441133177,2700.9055469203686,675708,^KS11,KOSPI
55,2714.369346457333,2761.6778133832227,2699.8646694954978,2730.7712414393604,855477,^KS11,KOSPI
56,2694.7257965078784,2739.304724512531,2667.3412631488864,2703.3229938307086,894558,^KS11,KOSPI
57,2640.9002309129555,2684.698217965136,2614.4296468954767,2649.563932430306,1060382,^KS11,KOSPI
