Date,Open,High,Low,Close,Volume,Symbol,Name
2024-01-19,121252.11396722696,122601.17293089327,119903.05500356066,121252.11396722696,1475271,000660.KS,SK하이닉스
2024-01-22,120902.10926538728,122471.57817762079,119483.30831867206,120977.44324814643,3603564,000660.KS,SK하이닉스
2024-01-23,121573.48275947735,125660.4738327112,119549.6182412519,122605.04603698154,2563107,000660.KS,SK하이닉스
2024-01-24,124414.67605312668,128387.26689329755,124414.67605312668,126400.9714732121,4877698,000660.KS,SK하이닉스
2024-01-25,126489.01311782096,127693.84008083549,124050.6152755115,125872.2276781735,5044590,000660.KS,SK하이닉스
2024-01-26,126784.1960506768,126784.1960506768,123907.27791922909,125345.73698495295,3349319,000660.KS,SK하이닉스
2024-01-29,128198.3067554069,133168.9575903155,125565.76588520959,129367.36173776255,3886487,000660.KS,SK하이닉스
2024-01-30,129892.8864828864,133926.53671089382,128908.79437502692,131417.66554296037,3633849,000660.KS,SK하이닉스
2024-01-31,131271.88138281446,133074.0562365495,127424.80340164274,130249.42981909613,3561857,000660.KS,SK하이닉스
2024-02-01,131521.06688960956,133775.9733434302,129679.861177369,131727.9172603996,1760753,000660.KS,SK하이닉스
2024-02-02,133088.14026623496,133089.53779798897,128056.22274023842,130572.8802691137,1385265,000660.KS,SK하이닉스
2024-02-05,128209.33966141293,133238.31372846424,125605.55267600455,129421.93320223439,5085146,000660.KS,SK하이닉스
2024-02-06,126995.02159595767,133230.8757396365,126995.02159595767,130112.9486677971,4573596,000660.KS,SK하이닉스
2024-02-07,128165.70127817574,128165.70127817574,122232.60763567545,125199.1544569256,1854667,000660.KS,SK하이닉스
2024-02-08,124355.41268167952,124355.41268167952,117529.7652210964,120942.58895138797,3002653,000660.KS,SK하이닉스
2024-02-09,122728.49812295653,123071.28787606386,116214.65223480418,119642.97005543401,4800964,000660.KS,SK하이닉스
2024-02-12,118558.08557855307,118558.08557855307,116000.37256631503,117279.22907243406,4484458,000660.KS,SK하이닉스
2024-02-13,116948.2422377108,121587.16384556852,114562.76092456571,118074.96238506712,1647960,000660.KS,SK하이닉스
2024-02-14,118477.50614277794,118527.85960080271,113451.5437892405,115989.7016950216,4643664,000660.KS,SK하이닉스
2024-02-15,115789.94802609131,115789.94802609131,109752.9376648207,112771.44284545601,3106811,000660.KS,SK하이닉스
2024-02-16,114008.67137065793,118258.31881813754,114008.67137065793,116133.49509439775,4872668,000660.KS,SK하이닉스
2024-02-19,116069.058473075,118704.34859411004,112629.96745438044,115667.15802424525,5050797,000660.KS,SK하이닉스
2024-02-20,117420.94201789946,119349.84919150455,112412.56583591948,115881.20751371201,4967065,000660.KS,SK하이닉스
2024-02-21,115677.52514254057,115677.52514254057,109596.70948354172,112637.11731304115,2174540,000660.KS,SK하이닉스
2024-02-22,111095.57685906359,113586.16947434611,109347.99423682778,111467.08185558695,3723788,000660.KS,SK하이닉스
2024-02-23,112063.97894974198,114269.56584350807,109270.63364499436,111770.09974425122,2451789,000660.KS,SK하이닉스
2024-02-26,110593.71223887819,110593.71223887819,107912.39067122916,109253.05145505368,4394532,000660.KS,SK하이닉스
2024-02-27,111489.89725184631,112375.58466437293,107881.61749438473,110128.60107937883,4570218,000660.KS,SK하이닉스
2024-02-28,111150.94202661827,111150.94202661827,106570.4887862224,108860.71540642034,2782979,000660.KS,SK하이닉스
2024-02-29,109041.52013567388,109653.09017358835,106907.04174337565,108280.065958482,1138492,000660.KS,SK하이닉스
2024-03-01,109717.92501980666,109717.92501980666,104344.37369672165,107031.14935826416,1996506,000660.KS,SK하이닉스
2024-03-04,109636.31703818253,112463.07134847324,109636.31703818253,111049.69419332789,1148706,000660.KS,SK하이닉스
2024-03-05,109185.65741172612,112964.82616193869,109185.65741172612,111075.24178683241,2897137,000660.KS,SK하이닉스
2024-03-06,111835.98715392959,111835.98715392959,105726.15177454801,108781.0694642388,2641402,000660.KS,SK하이닉스
2024-03-07,108381.55443079249,112868.45817598749,108381.55443079249,110625.00630339,3717790,000660.KS,SK하이닉스
2024-03-08,110921.3410012564,110921.3410012564,105037.06315288704,107979.20207707172,5327368,000660.KS,SK하이닉스
2024-03-11,107963.30941883808,109888.19579234303,107080.30453713998,108484.2501647415,2062405,000660.KS,SK하이닉스
2024-03-12,106287.12603721235,106287.12603721235,102286.12478406166,104286.625410637,5603371,000660.KS,SK하이닉스
2024-03-13,103584.90307575882,103584.90307575882,99552.15273264165,101568.52790420024,2177480,000660.KS,SK하이닉스
2024-03-14,100844.22784739028,103194.19272605953,100844.22784739028,102019.2102867249,1602470,000660.KS,SK하이닉스
2024-03-15,102275.9536694384,104877.99720686895,102275.9536694384,103576.97543815368,2572623,000660.KS,SK하이닉스
