Date,Open,High,Low,Close,Volume,Symbol,Name
2024-01-19,262712.91359565844,265635.87468360213,259789.95250771477,262712.91359565844,1475271,012330.KS,현대모비스
2024-01-22,261954.5700750058,265355.0860515117,258880.50135712282,262117.79370431727,3603564,012330.KS,현대모비스
2024-01-23,263409.2126455343,272264.35997087427,259024.1728560458,265644.26641346,2563107,012330.KS,현대모비스
2024-01-24,269565.1314484411,278172.41160214465,269565.1314484411,273868.7715252929,4877698,012330.KS,현대모비스
2024-01-25,274059.5284219454,276669.98684181017,268776.3330969416,272723.1599693759,5044590,012330.KS,현대모비스
2024-01-26,274699.091443133,274699.091443133,268465.7688249963,271582.4301340647,3349319,012330.KS,현대모비스
2024-01-29,277762.9979700483,288532.7414456836,272059.1594179541,280295.95043181884,3886487,012330.KS,현대모비스
2024-01-30,281434.58737958723,290174.1628736032,279302.38781255827,284738.27534308075,3633849,012330.KS,현대모비스
2024-01-31,284422.4096627646,288327.1218458572,276087.0740368925,282207.0979413749,3561857,012330.KS,현대모비스
2024-02-01,284962.311594154,289847.9422440987,280973.0325509661,285410.4873975324,1760753,012330.KS,현대모비스
2024-02-02,288357.637243509,288360.66522897605,277455.1492705165,282907.90724974626,1385265,012330.KS,현대모비스
2024-02-05,277786.90259972797,288683.0130783391,272145.36413134314,280414.1886048411,5085146,012330.KS,현대모비스
2024-02-06,275155.88012457493,288666.89743587904,275155.88012457493,281911.388780227,4573596,012330.KS,현대모비스
2024-02-07,277692.3527693807,277692.3527693807,264837.31654396345,271264.8346566721,1854667,012330.KS,현대모비스
2024-02-08,269436.7274769722,269436.7274769722,254647.82464570884,262042.27606134056,3002653,012330.KS,현대모비스
2024-02-09,265911.74593307247,266654.45706480497,251798.41317540902,259226.435120107,4800964,012330.KS,현대모비스
2024-02-12,256875.852086865,256875.852086865,251334.1405603492,254104.9963236071,4484458,012330.KS,현대모비스
2024-02-13,253387.85818170672,263438.85499873175,248219.31533655903,255829.08516764542,1647960,012330.KS,현대모비스
2024-02-14,256701.2633093522,256810.36246840586,245811.6782100211,251311.0203392135,4643664,012330.KS,현대모비스
2024-02-15,250878.22072319785,250878.22072319785,237798.03160711154,244338.1261651547,3106811,012330.KS,현대모비스
2024-02-16,247018.78796975885,256226.35743929804,247018.78796975885,251622.57270452846,4872668,012330.KS,현대모비스
2024-02-19,251482.96002499582,257192.75528723843,244031.59615115763,250612.17571919804,5050797,012330.KS,현대모비스
2024-02-20,254412.04103878216,258591.33991492653,243560.55931115887,251075.9496130427,4967065,012330.KS,현대모비스
2024-02-21,250634.6378088379,250634.6378088379,237459.53721434038,244047.08751158914,2174540,012330.KS,현대모비스
2024-02-22,240707.08319463776,246103.36719441658,236920.65417979355,241512.01068710507,3723788,012330.KS,현대모비스
2024-02-23,242805.28772444098,247584.05932760084,236753.03956415443,242168.54944587764,2451789,012330.KS,현대모비스
2024-02-26,239619.70985090273,239619.70985090273,233810.17978766322,236714.94481928297,4394532,012330.KS,현대모비스
2024-02-27,241561.444045667,243480.4334394747,233743.5045711669,238611.9690053208,4570218,012330.KS,현대모비스
2024-02-28,240827.04105767293,240827.04105767293,230902.72570348188,235864.8833805774,2782979,012330.KS,현대모비스
2024-02-29,236256.62696062675,237581.6953761081,231631.92377731393,234606.809576711,1138492,012330.KS,현대모비스
2024-03-01,237722.17087624778,237722.17087624778,226079.4763428969,231900.82360957234,1996506,012330.KS,현대모비스
2024-03-04,237545.35358272883,243669.98792169202,237545.35358272883,240607.67075221043,1148706,012330.KS,현대모비스
2024-03-05,236568.9243920733,244757.1233508672,236568.9243920733,240663.02387147024,2897137,012330.KS,현대모비스
2024-03-06,242311.3055001808,242311.3055001808,229073.32884485403,235692.31717251742,2641402,012330.KS,현대모비스
2024-03-07,234826.70126671708,244548.3260479729,234826.70126671708,239687.513657345,3717790,012330.KS,현대모비스
2024-03-08,240329.5721693889,240329.5721693889,227580.30349792197,233954.93783365542,5327368,012330.KS,현대모비스
2024-03-11,233920.50374081585,238091.0908834099,232007.32649713667,235049.20869027328,2062405,012330.KS,현대모비스
2024-03-12,230288.77308062676,230288.77308062676,221619.9370321336,225954.35505638018,5603371,012330.KS,현대모비스
2024-03-13,224433.9566641441,224433.9566641441,215696.3309207236,220065.14379243384,2177480,012330.KS,현대모비스
2024-03-14,218495.82700267897,223587.41757312897,218495.82700267897,221041.62228790397,1602470,012330.KS,현대모비스
2024-03-15,221597.89961711652,227235.6606148827,221597.89961711652,224416.78011599963,2572623,012330.KS,현대모비스
2024-03-18,225511.20077706873,231592.02366987942,219004.27005738253,225298.14686363097,2904054,012330.KS,현대모비스
2024-03-19,224291.77728181874,230141.12299844078,219638.2551272835,224889.68906286213,1172779,012330.KS,현대모비스
2024-03-20,223819.95324745442,226639.9491043082,220655.71405140875,223647.83157785848,2119239,012330.KS,현대모비스
2024-03-21,220086.49706114762,220086.49706114762,214206.08444271307,217146.29075193033,2567234,012330.KS,현대모비스
2024-03-22,216730.3843292302,218425.8412906966,209831.42651302918,214128.6339018629,3897047,012330.KS,현대모비스
2024-03-25,214552.49923432633,214552.49923432633,209973.45917338718,212262.97920385675,1381926,012330.KS,현대모비스
2024-03-26,214819.97349744075,222814.26814962525,210899.46976208573,216856.8689558555,4816714,012330.KS,현대모비스
