Date,Open,High,Low,Close,Volume,Symbol,Name
2024-01-19,906.9627075613085,914.4574618117546,896.6103033059147,905.5338825588346,1533871,^KQ11,KOSDAQ
2024-01-22,918.4253984396231,923.1636112524322,910.7452633753934,916.9544373139128,512806,^KQ11,KOSDAQ
2024-01-23,932.2483481487548,932.2483481487548,917.2836010235666,924.7659745861606,1448391,^KQ11,KOSDAQ
2024-01-24,918.4402697046025,927.2026285437348,908.1021964001446,917.6524124719398,581816,^KQ11,KOSDAQ
2024-01-25,922.8539759509324,929.7239551182232,913.6938940914403,921.7089246048317,812654,^KQ11,KOSDAQ
2024-01-26,922.3454629025001,928.5322446358923,912.1913274595321,920.3617860477123,1582752,^KQ11,KOSDAQ
2024-01-29,918.166156634098,924.7227008607948,915.2061946129955,919.9644477368952,597011,^KQ11,KOSDAQ
2024-01-30,922.3762142312734,922.3762142312734,907.6968005600119,915.0365073956426,659561,^KQ11,KOSDAQ
2024-01-31,905.9271877264741,926.7543300362172,902.1572244729965,914.4557772546068,584752,^KQ11,KOSDAQ
2024-02-01,924.5750321188548,933.7354130474608,911.4040934915421,922.5697532695015,1191620,^KQ11,KOSDAQ
2024-02-02,910.9790134496244,922.4542327662815,907.3295931362327,914.8919129512572,1669641,^KQ11,KOSDAQ
2024-02-05,918.2685156141491,920.0918620537403,910.5424674902694,915.3171647720048,720429,^KQ11,KOSDAQ
2024-02-06,927.464791015186,938.2912995258181,921.5436812137738,929.9174903697959,1356880,^KQ11,KOSDAQ
2024-02-07,927.0251655424811,933.334760102921,918.3333118611848,925.8340359820529,1363037,^KQ11,KOSDAQ
2024-02-08,922.1637633340634,931.1669250528321,913.7925399428848,922.4797324978584,1353132,^KQ11,KOSDAQ
2024-02-09,926.708524294188,938.6934397883847,921.8866881451427,930.2900639667637,1921888,^KQ11,KOSDAQ
2024-02-12,935.1476486888541,943.559894208777,918.9994312725026,931.2796627406398,647364,^KQ11,KOSDAQ
2024-02-13,925.4437727516844,940.0135377927608,921.2402619544999,930.6268998736304,1185000,^KQ11,KOSDAQ
2024-02-14,944.7700651700976,953.1236005157235,938.9108164511242,946.0172084834239,748882,^KQ11,KOSDAQ
2024-02-15,939.3668577431957,939.724372197086,927.5898271146054,933.6570996558457,1023601,^KQ11,KOSDAQ
2024-02-16,936.2688667449348,940.6223363348528,924.7287134804628,932.6755249076577,952626,^KQ11,KOSDAQ
2024-02-19,932.6296976952949,939.0392704093546,917.9486518498597,928.4939611296072,1077815,^KQ11,KOSDAQ
2024-02-20,908.0839269931678,920.3060807373838,907.6204442715843,913.9632625044841,888392,^KQ11,KOSDAQ
2024-02-21,898.3211237367234,916.8221296602999,895.7688354221834,906.2954825412417,1085035,^KQ11,KOSDAQ
2024-02-22,906.8658356729193,919.1955188983342,893.3460920892427,906.2708054937884,1428660,^KQ11,KOSDAQ
2024-02-23,896.9648900499027,902.0596041319942,883.3404376843324,892.7000209081633,1176057,^KQ11,KOSDAQ
2024-02-26,891.4904086048574,902.8762613329598,880.8348265130417,891.8555439230007,1869873,^KQ11,KOSDAQ
2024-02-27,886.3493052185588,900.9667820866022,878.6070028641336,889.7868924753678,708296,^KQ11,KOSDAQ
2024-02-28,898.3848806497973,903.7833241712593,894.0373420586586,898.910333114959,1877098,^KQ11,KOSDAQ
2024-02-29,902.5240417164293,909.941562250313,894.1273101941351,902.0344362222241,1330419,^KQ11,KOSDAQ
2024-03-01,909.0047577598017,909.7665629494143,894.1532853938928,901.9599241716535,509205,^KQ11,KOSDAQ
2024-03-04,899.2795277679131,907.6203424628604,895.6104449245483,901.6153936937044,1860204,^KQ11,KOSDAQ
2024-03-05,903.746632573318,906.4646169884737,889.3318856156399,897.8982513020568,1869150,^KQ11,KOSDAQ
2024-03-06,889.4619472407285,899.6476978427571,888.0803490868569,893.864023464807,670721,^KQ11,KOSDAQ
2024-03-07,893.3164537945466,907.512289501006,881.6730164018113,894.5926529514086,1636303,^KQ11,KOSDAQ
2024-03-08,891.2948711061331,898.0682970638478,874.2107590411057,886.1395280524767,799839,^KQ11,KOSDAQ
2024-03-11,874.3782164259062,885.8600957967378,861.5506814029441,873.705388599841,1386346,^KQ11,KOSDAQ
